gender,event,medal,athlete,abb,country,type,year
Women,50 m Butterfly S6,Gold,ROBINSON Eleanor,GBR,Great Britain,Swimming,2016
Women,50 m Butterfly S6,Bronze,THOMAS KANE Tiffany,AUS,Australia,Swimming,2016
Women,50 m Butterfly S7,Gold,RODGERS Susannah,GBR,Great Britain,Swimming,2016
Women,50 m Butterfly S7,Silver,JORDAN Cortney,USA,USA,Swimming,2016
Women,100 m Butterfly S8,Silver,SLATER Stephanie,GBR,Great Britain,Swimming,2016
Women,100 m Butterfly S8,Bronze,LONG Jessica,USA,USA,Swimming,2016
Women,100 m Butterfly S9,Gold,XU Jialing,CHN,China,Swimming,2016
Women,100 m Butterfly S9,Silver,GASCON Sarai,ESP,Spain,Swimming,2016
Women,100 m Butterfly S10,Silver,CHEN Yi,CHN,China,Swimming,2016
Women,100 m Butterfly S10,Bronze,JABLONSKA Oliwia,POL,Poland,Swimming,2016
Women,100 m Butterfly S13,Gold,MEYERS Rebecca,USA,USA,Swimming,2016
Women,150 m Individual Medley SM4,Gold,CHENG Jiao,CHN,China,Swimming,2016
Women,150 m Individual Medley SM4,Bronze,DENG Yue,CHN,China,Swimming,2016
Women,200 m Individual Medley SM5,Silver,PERALES Teresa,ESP,Spain,Swimming,2016
Women,200 m Individual Medley SM6,Gold,SIMMONDS Eleanor,GBR,Great Britain,Swimming,2016
Women,200 m Individual Medley SM6,Silver,SONG Lingling,CHN,China,Swimming,2016
Women,200 m Individual Medley SM6,Bronze,THOMAS KANE Tiffany,AUS,Australia,Swimming,2016
Women,200 m Individual Medley SM7,Silver,ROUTLIFFE Tess,CAN,Canada,Swimming,2016
Women,200 m Individual Medley SM7,Bronze,JORDAN Cortney,USA,USA,Swimming,2016
Women,200 m Individual Medley SM8,Gold,LONG Jessica,USA,USA,Swimming,2016
Women,200 m Individual Medley SM8,Silver,MILLWARD Stephanie,GBR,Great Britain,Swimming,2016
Women,200 m Individual Medley SM8,Bronze,PATTERSON Lakeisha,AUS,Australia,Swimming,2016
Women,200 m Individual Medley SM9,Gold,LIN Ping,CHN,China,Swimming,2016
Women,200 m Individual Medley SM9,Silver,GASCON Sarai,ESP,Spain,Swimming,2016
Women,200 m Individual Medley SM9,Bronze,MARREN Amy,GBR,Great Britain,Swimming,2016
Women,200 m Individual Medley SM10,Silver,RIVARD Aurelie,CAN,Canada,Swimming,2016
Women,200 m Individual Medley SM11,Gold,BRUINSMA Liesette,NED,Netherlands,Swimming,2016
Women,200 m Individual Medley SM11,Silver,REICHARD Maja,SWE,Sweden,Swimming,2016
Women,200 m Individual Medley SM11,Bronze,XIE Qing,CHN,China,Swimming,2016
Women,200 m Individual Medley SM13,Gold,MEYERS Rebecca,USA,USA,Swimming,2016
Women,200 m Individual Medley SM14,Gold,FIRTH Bethany,GBR,Great Britain,Swimming,2016
Women,200 m Individual Medley SM14,Silver,APPLEGATE Jessica-Jane,GBR,Great Britain,Swimming,2016
Women,200 m Individual Medley SM14,Bronze,VAN DER KULK Marlou,NED,Netherlands,Swimming,2016
Men,4x100 m Freestyle 34pts,Bronze,LIN Furong,CHN,China,Swimming,2016
Men,4x100 m Freestyle 34pts,Bronze,SONG Maodang,CHN,China,Swimming,2016
Men,4x100 m Freestyle 34pts,Bronze,WANG Yinan,CHN,China,Swimming,2016
Men,4x100 m Freestyle 34pts,Bronze,XU Haijiao,CHN,China,Swimming,2016
Men,4x100 m Medley 34pts,Gold,LIN Furong,CHN,China,Swimming,2016
Men,4x100 m Medley 34pts,Gold,SONG Maodang,CHN,China,Swimming,2016
Men,4x100 m Medley 34pts,Gold,WANG Yinan,CHN,China,Swimming,2016
Men,4x100 m Medley 34pts,Gold,ZHOU Cong,CHN,China,Swimming,2016
Women,4x100 m Freestyle 34pts,Gold,COLE Ellie,AUS,Australia,Swimming,2016
Women,4x100 m Freestyle 34pts,Gold,ELLIOTT Maddison,AUS,Australia,Swimming,2016
Women,4x100 m Freestyle 34pts,Gold,MCCONNELL Ashleigh,AUS,Australia,Swimming,2016
Women,4x100 m Freestyle 34pts,Gold,PATTERSON Lakeisha,AUS,Australia,Swimming,2016
Women,4x100 m Freestyle 34pts,Silver,LONG Jessica,USA,USA,Swimming,2016
Women,4x100 m Freestyle 34pts,Silver,COAN Mc,USA,USA,Swimming,2016
Women,4x100 m Freestyle 34pts,Silver,Kenzie,USA,USA,Swimming,2016
Women,4x100 m Freestyle 34pts,Silver,SMITH Elizabeth,USA,USA,Swimming,2016
Women,4x100 m Freestyle 34pts,Silver,KONKOLY Michelle,USA,USA,Swimming,2016
Women,4x100 m Freestyle 34pts,Bronze,LIN Ping,CHN,China,Swimming,2016
Women,4x100 m Freestyle 34pts,Bronze,SONG Lingling,CHN,China,Swimming,2016
Women,4x100 m Freestyle 34pts,Bronze,CHEN Yi,CHN,China,Swimming,2016
Women,4x100 m Freestyle 34pts,Bronze,XU Jialing,CHN,China,Swimming,2016
Women,4x100 m Medley 34pts,Gold,CASHMORE Claire,GBR,Great Britain,Swimming,2016
Women,4x100 m Medley 34pts,Gold,MILLWARD Stephanie,GBR,Great Britain,Swimming,2016
Women,4x100 m Medley 34pts,Gold,TAI Alice,GBR,Great Britain,Swimming,2016
Women,4x100 m Medley 34pts,Gold,SLATER Stephanie,GBR,Great Britain,Swimming,2016
Women,4x100 m Medley 34pts,Silver,COLE Ellie,AUS,Australia,Swimming,2016
Women,4x100 m Medley 34pts,Silver,SCOTT Madeleine,AUS,Australia,Swimming,2016
Women,4x100 m Medley 34pts,Silver,ELLIOTT Maddison,AUS,Australia,Swimming,2016
Women,4x100 m Medley 34pts,Silver,PATTERSON Lakeisha,AUS,Australia,Swimming,2016
Women,4x100 m Medley 34pts,Bronze,SMITH Elizabeth,USA,USA,Swimming,2016
Women,4x100 m Medley 34pts,Bronze,ASPDEN Hannah,USA,USA,Swimming,2016
Women,4x100 m Medley 34pts,Bronze,KONKOLY Michelle,USA,USA,Swimming,2016
Women,4x100 m Medley 34pts,Bronze,MARKS Elizabeth,USA,USA,Swimming,2016
Men,Singles 2,Bronze,KERR Gary,USA,USA,Table Tennis,1980
Men,Singles 3,Bronze,BRAND R.,NED,Netherlands,Table Tennis,1980
Men,Singles 4,Gold,DEMPSEY Michael,USA,USA,Table Tennis,1980
Men,Singles 4,Silver,UYT DE BOOGAARDT G.,NED,Netherlands,Table Tennis,1980
Men,Singles 4,Bronze,VAN DEN LEUR A.,NED,Netherlands,Table Tennis,1980
Men,Singles 1B,Gold,TAYLOR T.,GBR,Great Britain,Table Tennis,1980
Men,Singles 1B,Bronze,HASSLER Bruno,FRG,Germany,Table Tennis,1980
Men,Singles 1C,Gold,EMMEL Manfred,FRG,Germany,Table Tennis,1980
Men,Singles 1C,Silver,BOERSTLER B.,FRG,Germany,Table Tennis,1980
Men,Singles 1C,Bronze,JEANNIN Daniel,FRA,France,Table Tennis,1980
Men,Singles C,Gold,KNABE Manfred,FRG,Germany,Table Tennis,1980
Men,Singles C,Silver,BAAS E.,NED,Netherlands,Table Tennis,1980
Men,Singles C,Bronze,HOPPE H. J.,FRG,Germany,Table Tennis,1980
Men,Singles C1,Gold,STEPHENS M.,USA,USA,Table Tennis,1980
Men,Singles D,Gold,KROLL P.,FRG,Germany,Table Tennis,1980
Men,Singles D,Silver,CHASSAGNE P.,FRA,France,Table Tennis,1980
Men,Singles D,Bronze,CHRAK G.,CAN,Canada,Table Tennis,1980
Men,Singles E,Bronze,LIEVEN H.,FRG,Germany,Table Tennis,1980
Men,Singles F,Gold,KELZENBERG K.,FRG,Germany,Table Tennis,1980
Men,Singles F,Silver,LARSSON E.,SWE,Sweden,Table Tennis,1980
Men,Singles F,Bronze,MAUELSHAGEN L.,FRG,Germany,Table Tennis,1980
Men,Singles J,Gold,MAJER G.,FRG,Germany,Table Tennis,1980
Men,Singles J,Silver,SUTERS T.,NED,Netherlands,Table Tennis,1980
Men,Singles J,Bronze,BERINGS J.,NED,Netherlands,Table Tennis,1980
Women,Singles 2,Bronze,LAMSBACH Ruth,FRG,Germany,Table Tennis,1980
Women,Singles 3,Silver,SWANN J.,GBR,Great Britain,Table Tennis,1980
Women,Singles 3,Bronze,ANDRE R.,FRA,France,Table Tennis,1980
Women,Singles 4,Gold,SCHMIDT Irene,NED,Netherlands,Table Tennis,1980
Women,Singles 4,Silver,KARLSSON L.,SWE,Sweden,Table Tennis,1980
Women,Singles 4,Bronze,BECKER G.,NED,Netherlands,Table Tennis,1980
Women,Singles 1B,Gold,BLACKBURN Jane,GBR,Great Britain,Table Tennis,1980
Women,Singles C,Gold,SMITH A.,GBR,Great Britain,Table Tennis,1980
Women,Singles C,Silver,BOSRUP G.,SWE,Sweden,Table Tennis,1980
Women,Singles C,Bronze,KABOUS N.,FRA,France,Table Tennis,1980
Men,Teams 2,Gold,EMMEL Manfred,FRG,Germany,Table Tennis,1980
Men,Teams 2,Gold,LOERCHER R.,FRG,Germany,Table Tennis,1980
Men,Teams 2,Bronze,CAILLON G.,FRA,France,Table Tennis,1980
Men,Teams 2,Bronze,PEETERS Michel,FRA,France,Table Tennis,1980
Men,Teams 3,Gold,GENTNER H.,FRG,Germany,Table Tennis,1980
Men,Teams 3,Gold,SIMON Heinz,FRG,Germany,Table Tennis,1980
Men,Teams 3,Bronze,HENNAERT Andre,FRA,France,Table Tennis,1980
Men,Teams 3,Bronze,JEANNIN Daniel,FRA,France,Table Tennis,1980
Men,Teams 4,Gold,UYT DE BOOGAARDT G.,NED,Netherlands,Table Tennis,1980
Men,Teams 4,Gold,VAN DEN LEUR A.,NED,Netherlands,Table Tennis,1980
Men,Teams 4,Silver,DEMPSEY Michael,USA,USA,Table Tennis,1980
Men,Teams 4,Silver,KAUS T.,USA,USA,Table Tennis,1980
Men,Teams 4,Silver,KERR Gary,USA,USA,Table Tennis,1980
Men,Teams 1B,Gold,BRADSHAW S.,GBR,Great Britain,Table Tennis,1980
Men,Teams 1B,Gold,TAYLOR T.,GBR,Great Britain,Table Tennis,1980
Men,Teams 1B,Bronze,BROOKS Kenneth,USA,USA,Table Tennis,1980
Men,Teams 1B,Bronze,MCNICHOL Bernard,USA,USA,Table Tennis,1980
Men,Teams 1C,Gold,BOERSTLER B.,FRG,Germany,Table Tennis,1980
Men,Teams 1C,Gold,LANER G.,FRG,Germany,Table Tennis,1980
Men,Teams 1C,Bronze,BROOS E.,NED,Netherlands,Table Tennis,1980
Men,Teams 1C,Bronze,SUIJKERBUIJK P.,NED,Netherlands,Table Tennis,1980
Men,Teams C,Gold,BAAS E.,NED,Netherlands,Table Tennis,1980
Men,Teams C,Gold,HILL C.,NED,Netherlands,Table Tennis,1980
Men,Teams C,Silver,HOPPE H. J.,FRG,Germany,Table Tennis,1980
Men,Teams C,Silver,KNABE Manfred,FRG,Germany,Table Tennis,1980
Men,Teams C,Silver,KROLL P.,FRG,Germany,Table Tennis,1980
Men,Teams D,Gold,CATHELINEAU P.,FRA,France,Table Tennis,1980
Men,Teams D,Gold,CHASSAGNE P.,FRA,France,Table Tennis,1980
Men,Teams D,Silver,HERTOG V.,NED,Netherlands,Table Tennis,1980
Men,Teams D,Silver,VAN KESSEL Th.,NED,Netherlands,Table Tennis,1980
Men,Teams E,Silver,JOHANSSON S.,SWE,Sweden,Table Tennis,1980
Men,Teams E,Silver,PETTERSSON A.,SWE,Sweden,Table Tennis,1980
Men,Teams E,Bronze,HUHNERBEIN W.,FRG,Germany,Table Tennis,1980
Men,Teams E,Bronze,LIEVEN H.,FRG,Germany,Table Tennis,1980
Men,Teams F,Gold,KELZENBERG K.,FRG,Germany,Table Tennis,1980
Men,Teams F,Gold,MAUELSHAGEN L.,FRG,Germany,Table Tennis,1980
Men,Teams F,Silver,BERGSTROM K.,SWE,Sweden,Table Tennis,1980
Men,Teams F,Silver,LARSSON E.,SWE,Sweden,Table Tennis,1980
Men,Teams F,Bronze,BERINGSSUTERS T.,NED,Netherlands,Table Tennis,1980
Women,Teams 2,Silver,BLACKBURN Jane,GBR,Great Britain,Table Tennis,1980
Women,Teams 2,Silver,MATTHEWS G.,GBR,Great Britain,Table Tennis,1980
Women,Teams 3,Silver,ANDRE R.,FRA,France,Table Tennis,1980
Women,Teams 3,Silver,RAMOUSSE M.,FRA,France,Table Tennis,1980
Women,Teams 4,Gold,BECKER G.,NED,Netherlands,Table Tennis,1980
Women,Teams 4,Gold,SCHMIDT Irene,NED,Netherlands,Table Tennis,1980
Women,Teams 4,Silver,GIBBS B.,GBR,Great Britain,Table Tennis,1980
Women,Teams 4,Silver,SWANN J.,GBR,Great Britain,Table Tennis,1980
Women,Teams 4,Bronze,KARLSSON L.,SWE,Sweden,Table Tennis,1980
Women,Teams 4,Bronze,SODERBERG R.,SWE,Sweden,Table Tennis,1980
Men,Singles 2,Gold,DORR Werner,FRG,Germany,Table Tennis,1984
Men,Singles 3,Gold,SIMON Heinz,FRG,Germany,Table Tennis,1984
Men,Singles 3,Silver,KOLB Rainer,FRG,Germany,Table Tennis,1984
Men,Singles 4,Gold,KREIDEL Thomas,FRG,Germany,Table Tennis,1984
Men,Singles 4,Silver,GLAESE P.,FRG,Germany,Table Tennis,1984
Men,Singles 4,Bronze,DEMPSEY Michael,USA,USA,Table Tennis,1984
Men,Singles 1A,Gold,KIRCHHOFF Ralf,FRG,Germany,Table Tennis,1984
Men,Singles 1A,Silver,TIETZE H.,FRG,Germany,Table Tennis,1984
Men,Singles 1B,Gold,HASSLER Bruno,FRG,Germany,Table Tennis,1984
Men,Singles 1B,Silver,EDGE,GBR,Great Britain,Table Tennis,1984
Men,Singles 1C,Gold,EMMEL Manfred,FRG,Germany,Table Tennis,1984
Men,Singles 1C,Silver,JEANNIN Daniel,FRA,France,Table Tennis,1984
Men,Singles 1C,Bronze,JAKSCH Rudolf,FRG,Germany,Table Tennis,1984
Men,Singles C1,Gold,BIGGS Terry,AUS,Australia,Table Tennis,1984
Men,Singles C1,Silver,FRANCIS Allen,GBR,Great Britain,Table Tennis,1984
Men,Singles C2,Gold,ANDERSON Jorgen,SWE,Sweden,Table Tennis,1984
Men,Singles C3,Silver,HANSEN Olle,SWE,Sweden,Table Tennis,1984
Men,Singles C3,Bronze,HARTMANS R.,NED,Netherlands,Table Tennis,1984
Men,Singles C4,Gold,FERRAUD R.,FRA,France,Table Tennis,1984
Men,Singles C4,Bronze,GILLERAS Tommy,SWE,Sweden,Table Tennis,1984
Men,Singles C5,Gold,AXELSSON Thomas,SWE,Sweden,Table Tennis,1984
Men,Singles C5,Silver,VISSER R.,NED,Netherlands,Table Tennis,1984
Men,Singles C5,Bronze,KIHLMAN Peter,SWE,Sweden,Table Tennis,1984
Men,Singles L1,Gold,ANDERSSON Urban,SWE,Sweden,Table Tennis,1984
Men,Singles L1,Silver,JOHANSSON Borje,SWE,Sweden,Table Tennis,1984
Men,Singles L1,Bronze,WELSH John,GBR,Great Britain,Table Tennis,1984
Men,Singles L2,Gold,VELROYEN Herbert,FRG,Germany,Table Tennis,1984
Men,Singles L2,Silver,STEPHENS M.,USA,USA,Table Tennis,1984
Men,Singles L3,Gold,PIRAS Marc,FRA,France,Table Tennis,1984
Men,Singles L3,Silver,VOSSEN T.,NED,Netherlands,Table Tennis,1984
Men,Singles L3,Bronze,WELTING Stephan,FRG,Germany,Table Tennis,1984
Men,Singles L3,Bronze,MUELLER Klaus,FRG,Germany,Table Tennis,1984
Men,Singles L4,Silver,NILSSON Jorgen,SWE,Sweden,Table Tennis,1984
Men,Singles L4,Bronze,KNABE Manfred,FRG,Germany,Table Tennis,1984
Men,Singles L5,Silver,MONESTERIAL Marcelino,USA,USA,Table Tennis,1984
Men,Singles L5,Bronze,ROINE Philippe,FRA,France,Table Tennis,1984
Men,Singles L5,Bronze,HULLERUM P.,FRG,Germany,Table Tennis,1984
Men,Open CL,Silver,BAAS E.,NED,Netherlands,Table Tennis,1984
Men,Open 1A-4,Gold,KREIDEL Thomas,FRG,Germany,Table Tennis,1984
Men,Open 1A-4,Bronze,GLAESE P.,FRG,Germany,Table Tennis,1984
Women,Singles 2,Bronze,LAMSBACH Ruth,FRG,Germany,Table Tennis,1984
Women,Singles 3,Gold,WENINGER Christiane,FRG,Germany,Table Tennis,1984
Women,Singles 3,Silver,BROWN J.,USA,USA,Table Tennis,1984
Women,Singles 3,Bronze,ANDRE R.,FRA,France,Table Tennis,1984
Women,Singles 4,Gold,VANDERBOSCH,NED,Netherlands,Table Tennis,1984
Women,Singles 1B,Gold,BLACKBURN Jane,GBR,Great Britain,Table Tennis,1984
Women,Singles 1C,Gold,BECKER,GBR,Great Britain,Table Tennis,1984
Women,Singles 1C,Silver,NEIL D.,GBR,Great Britain,Table Tennis,1984
Women,Singles C3,Gold,COULLANGES C.,FRA,France,Table Tennis,1984
Women,Singles C3,Silver,PETERSEN J.,GBR,Great Britain,Table Tennis,1984
Women,Singles C3,Bronze,JOHNSON Martha,CAN,Canada,Table Tennis,1984
Women,Singles C4-5,Gold,BRASK Marie,SWE,Sweden,Table Tennis,1984
Women,Singles L3,Gold,CRETUAL Evelyne,FRA,France,Table Tennis,1984
Women,Singles L3,Silver,HEALD Margaret,GBR,Great Britain,Table Tennis,1984
Women,Singles L4,Silver,DARVAND Bernadette,FRA,France,Table Tennis,1984
Women,Singles L4,Bronze,SMITH A.,GBR,Great Britain,Table Tennis,1984
Women,Singles L5,Silver,WANG Shuyun,CHN,China,Table Tennis,1984
Women,Open CL,Silver,DARVAND Bernadette,FRA,France,Table Tennis,1984
Women,Open 1B-4,Gold,LAMSBACH Ruth,FRG,Germany,Table Tennis,1984
Women,Open 1B-4,Bronze,VANDERBOSCH,NED,Netherlands,Table Tennis,1984
Men,Teams CP2-4,Gold,ANDERSSON Jorgen,SWE,Sweden,Table Tennis,1984
Men,Teams CP2-4,Gold,GILLERAS Tommy,SWE,Sweden,Table Tennis,1984
Men,Teams CP2-4,Gold,HANSEN Olle,SWE,Sweden,Table Tennis,1984
Men,Teams CP5,Gold,AXELSSON Thomas,SWE,Sweden,Table Tennis,1984
Men,Teams CP5,Gold,KIHLMAN Peter,SWE,Sweden,Table Tennis,1984
Men,Teams CP5,Silver,HARTMANS R.,NED,Netherlands,Table Tennis,1984
Men,Teams CP5,Silver,VISSER R.,NED,Netherlands,Table Tennis,1984
Men,Teams L1,Gold,ANDERSSON Urban,SWE,Sweden,Table Tennis,1984
Men,Teams L1,Gold,JOHANSSON Borje,SWE,Sweden,Table Tennis,1984
Men,Teams L1,Silver,SCHMIDTMAYER,FRG,Germany,Table Tennis,1984
Men,Teams L4,Gold,HORSCH Wolfgang,FRG,Germany,Table Tennis,1984
Men,Teams L4,Gold,KNABE Manfred,FRG,Germany,Table Tennis,1984
Men,Teams L4,Gold,TOLLWERTH Dieter,FRG,Germany,Table Tennis,1984
Men,Teams L4,Bronze,GAROFALO Thierry,FRA,France,Table Tennis,1984
Men,Teams L4,Bronze,PENAUD Bernard,FRA,France,Table Tennis,1984
Men,Teams L4,Bronze,Finland,FRA,France,Table Tennis,1984
Men,Teams L5,Gold,BECK Rudolf,FRG,Germany,Table Tennis,1984
Men,Teams L5,Gold,HULLERUM Peter,FRG,Germany,Table Tennis,1984
Men,Teams L5,Gold,KOLLER Manfred,FRG,Germany,Table Tennis,1984
Men,Singles 2,Gold,PEETERS Michel,FRA,France,Table Tennis,1988
Men,Singles 4,Gold,KREIDEL Thomas,FRG,Germany,Table Tennis,1988
Men,Singles 4,Silver,SCHMIDT Peter,FRG,Germany,Table Tennis,1988
Men,Singles 4,Bronze,DEMPSEY Michael,USA,USA,Table Tennis,1988
Men,Singles 1B,Silver,HASSLER Bruno,FRG,Germany,Table Tennis,1988
Men,Singles 1C,Gold,EMMEL Manfred,FRG,Germany,Table Tennis,1988
Men,Singles 1C,Silver,JAKSCH Rudolf,FRG,Germany,Table Tennis,1988
Men,Singles 1C,Bronze,JEANNIN Daniel,FRA,France,Table Tennis,1988
Men,Singles C5,Gold,KERSTEN Harold,NED,Netherlands,Table Tennis,1988
Men,Singles C6,Gold,AXELSSON Thomas,SWE,Sweden,Table Tennis,1988
Men,Singles C6,Silver,WESTLING Mikael,SWE,Sweden,Table Tennis,1988
Men,Singles 1A-4,Gold,DEMPSEY Michael,USA,USA,Table Tennis,1988
Men,Singles 1A-4,Silver,TISSERANT Guy,FRA,France,Table Tennis,1988
Men,Singles 1A-4,Bronze,VELROYEN Herbert,FRG,Germany,Table Tennis,1988
Men,Singles TT2,Gold,TISSERANT Guy,FRA,France,Table Tennis,1988
Men,Singles TT2,Silver,VELROYEN Herbert,FRG,Germany,Table Tennis,1988
Men,Singles TT2,Bronze,GAUDUCHEAU Michel,FRA,France,Table Tennis,1988
Men,Singles TT3,Gold,KURFESS Thomas,FRG,Germany,Table Tennis,1988
Men,Singles TT3,Silver,SCHMIDT Rainer,FRG,Germany,Table Tennis,1988
Men,Singles TT3,Bronze,WELTING Stephan,FRG,Germany,Table Tennis,1988
Men,Singles TT4,Gold,HOPE David,GBR,Great Britain,Table Tennis,1988
Men,Singles TT4,Silver,PIRAS Marc,FRA,France,Table Tennis,1988
Men,Singles TT4,Bronze,MUELLER Klaus,FRG,Germany,Table Tennis,1988
Men,Singles TT5,Bronze,HORSCH Wolfgang,FRG,Germany,Table Tennis,1988
Men,Singles TT6,Bronze,NILSSON Jorgen,SWE,Sweden,Table Tennis,1988
Men,Singles TT7,Gold,KOLLER Manfred,FRG,Germany,Table Tennis,1988
Men,Singles TT open,Gold,CHEDEAU Claude,FRA,France,Table Tennis,1988
Men,Singles TT open,Silver,KNABE Manfred,FRG,Germany,Table Tennis,1988
Women,Singles 2,Silver,LAMSBACH Ruth,FRG,Germany,Table Tennis,1988
Women,Singles 2,Bronze,PAARDEKAM Jolanda,NED,Netherlands,Table Tennis,1988
Women,Singles 3,Gold,WENINGER Christiane,FRG,Germany,Table Tennis,1988
Women,Singles 3,Silver,JOHNSON Jennifer,USA,USA,Table Tennis,1988
Women,Singles 4,Gold,TERRANOVA Terese,USA,USA,Table Tennis,1988
Women,Singles 4,Silver,SIKORA Monika,FRG,Germany,Table Tennis,1988
Women,Singles 2-4,Gold,JOHNSON Jennifer,USA,USA,Table Tennis,1988
Women,Singles 2-4,Bronze,WENINGER Christiane,FRG,Germany,Table Tennis,1988
Women,Singles TT6,Gold,DARVAND Bernadette,FRA,France,Table Tennis,1988
Women,Singles TT6,Silver,ANDERSSON Marie-Louise,SWE,Sweden,Table Tennis,1988
Women,Singles TT6,Bronze,CHENG Yu,CHN,China,Table Tennis,1988
Women,Singles TT7,Gold,HUA Guiyun,CHN,China,Table Tennis,1988
Women,Singles TT7,Bronze,BAUER Birgit,FRG,Germany,Table Tennis,1988
Women,Singles TT open,Gold,ZHANG Xiaoling,CHN,China,Table Tennis,1988
Women,Singles TT open,Bronze,ANDERSSON Marie-Louise,SWE,Sweden,Table Tennis,1988
Men,Teams TT2,Gold,GAUDUCHEAU Michel,FRA,France,Table Tennis,1988
Men,Teams TT2,Gold,TISSERANT Guy,FRA,France,Table Tennis,1988
Men,Teams TT2,Bronze,REHDER Hans Jurgen,FRG,Germany,Table Tennis,1988
Men,Teams TT2,Bronze,VELROYEN Herbert,FRG,Germany,Table Tennis,1988
Men,Teams TT5,Gold,HORSCH Wolfgang,FRG,Germany,Table Tennis,1988
Men,Teams TT5,Gold,SCHMITT Thomas,FRG,Germany,Table Tennis,1988
Men,Teams TT5,Silver,GAROFALO Thierry,FRA,France,Table Tennis,1988
Men,Teams TT5,Silver,PIRAS Marc,FRA,France,Table Tennis,1988
Men,Teams TT6,Gold,ROHOF Niels,NED,Netherlands,Table Tennis,1988
Men,Teams TT6,Gold,ZIJDA Rein,NED,Netherlands,Table Tennis,1988
Men,Teams TT7,Gold,KOLLER Manfred,FRG,Germany,Table Tennis,1988
Men,Teams TT7,Gold,VAHLE Markus,FRG,Germany,Table Tennis,1988
Men,Teams TT7,Silver,NILSSON Jorgen,SWE,Sweden,Table Tennis,1988
Men,Teams TT7,Silver,NYBERG Dennis,SWE,Sweden,Table Tennis,1988
Men,Singles 1,Silver,KIRCHHOFF Ralf,GER,Germany,Table Tennis,1992
Men,Singles 2,Bronze,HASSLER Bruno,GER,Germany,Table Tennis,1992
Men,Singles 3,Gold,PEETERS Michel,FRA,France,Table Tennis,1992
Men,Singles 3,Silver,ROBINSON Neil,GBR,Great Britain,Table Tennis,1992
Men,Singles 4,Gold,KREIDEL Thomas,GER,Germany,Table Tennis,1992
Men,Singles 4,Silver,BENEDETTI Bruno,FRA,France,Table Tennis,1992
Men,Singles 4,Bronze,CHAN Arnie,GBR,Great Britain,Table Tennis,1992
Men,Singles 5,Silver,TISSERANT Guy,FRA,France,Table Tennis,1992
Men,Singles 5,Bronze,ROBLES Manuel,ESP,Spain,Table Tennis,1992
Men,Singles 6,Gold,SCHMIDT Rainer,GER,Germany,Table Tennis,1992
Men,Singles 6,Bronze,STROMSTEDT Peter,SWE,Sweden,Table Tennis,1992
Men,Singles 7,Silver,KURFESS Thomas,GER,Germany,Table Tennis,1992
Men,Singles 7,Bronze,WOLLMERT Jochen,GER,Germany,Table Tennis,1992
Men,Singles 7,Bronze,VOSSEN Matheus,NED,Netherlands,Table Tennis,1992
Men,Singles 8,Gold,SEIDENFELD Mitchell,USA,USA,Table Tennis,1992
Men,Singles 8,Bronze,MAISSENBACHER Werner,GER,Germany,Table Tennis,1992
Men,Singles 9,Silver,KNABE Manfred,GER,Germany,Table Tennis,1992
Men,Singles 9,Bronze,ZIJDA Rein,NED,Netherlands,Table Tennis,1992
Men,Singles 9,Bronze,GAROFALO Thierry,FRA,France,Table Tennis,1992
Men,Singles 10,Gold,GERKE Michael,GER,Germany,Table Tennis,1992
Men,Singles 10,Silver,DE LA BOURDONNAYE Gilles,FRA,France,Table Tennis,1992
Men,Singles 10,Bronze,AGUDO Enrique,ESP,Spain,Table Tennis,1992
Men,Open 1-5,Gold,TISSERANT Guy,FRA,France,Table Tennis,1992
Men,Open 1-5,Silver,DEMPSEY Michael,USA,USA,Table Tennis,1992
Men,Open 1-5,Bronze,HATTON Daniel,FRA,France,Table Tennis,1992
Men,Open 6-10,Silver,GERKE Michael,GER,Germany,Table Tennis,1992
Men,Open 6-10,Bronze,DE LA BOURDONNAYE Gilles,FRA,France,Table Tennis,1992
Men,Open 6-10,Bronze,AGUDO Enrique,ESP,Spain,Table Tennis,1992
Women,Singles 3,Gold,PAARDEKAM Jolanda,NED,Netherlands,Table Tennis,1992
Women,Singles 3,Silver,BARTHEIDEL Monika,GER,Germany,Table Tennis,1992
Women,Singles 3,Bronze,LAMSBACH Ruth,GER,Germany,Table Tennis,1992
Women,Singles 4,Gold,SIKORA Monika,GER,Germany,Table Tennis,1992
Women,Singles 4,Silver,WENINGER Christiane,GER,Germany,Table Tennis,1992
Women,Singles 5,Gold,ROOSEN Gisela,GER,Germany,Table Tennis,1992
Women,Singles 9,Gold,ZHANG Xiao,CHN,China,Table Tennis,1992
Women,Singles 9,Silver,YANG Yi,CHN,China,Table Tennis,1992
Women,Open 1-5,Gold,WENINGER Christiane,GER,Germany,Table Tennis,1992
Women,Open 1-5,Bronze,TERRANOVA Terese,USA,USA,Table Tennis,1992
Women,Open 6-10,Silver,ZHANG Xiao,CHN,China,Table Tennis,1992
Women,Open 6-10,Bronze,YANG Yi,CHN,China,Table Tennis,1992
Men,Teams 1,Bronze,ESSBACH Dieter,GER,Germany,Table Tennis,1992
Men,Teams 1,Bronze,KIRCHHOFF Ralf,GER,Germany,Table Tennis,1992
Men,Teams 2,Bronze,HASSLER Bruno,GER,Germany,Table Tennis,1992
Men,Teams 2,Bronze,SPERLING Helmut,GER,Germany,Table Tennis,1992
Men,Teams 2,Bronze,Finland,GER,Germany,Table Tennis,1992
